,0,1,2,3,4,5,6
874,80,80,80,70,80,70,80
875,80,86,80,70,86,70,86
876,77,70,70,77,77,77,73
877,70,74,74,74,74,70,86
878,85,70,70,85,77,70,85
879,70,89,70,70,70,70,89
880,80,70,70,70,80,70,70
881,77,77,70,73,77,77,70
882,80,80,70,70,80,80,80
883,80,80,80,70,80,80,80
884,79,70,79,79,79,70,70
885,71,83,71,83,83,71,71
886,70,88,70,70,88,88,88
887,70,70,80,80,70,80,80
888,80,70,70,70,80,70,70
889,86,70,86,86,70,86,86
890,74,73,70,73,70,74,70
891,80,70,89,89,89,80,70
892,76,81,70,81,76,70,76
893,70,77,77,77,70,70,70
894,70,70,76,76,70,76,70
895,88,83,88,83,88,70,83
896,70,70,70,70,70,70,70
897,68,87,87,87,87,74,68
898,80,80,80,80,70,70,80
899,80,80,70,70,80,80,70
900,70,70,70,70,70,80,70
901,77,77,70,77,77,77,77
902,85,78,85,78,88,78,78
903,86,86,86,80,80,70,86
904,77,77,80,70,77,77,77
905,86,86,71,80,86,86,86
906,86,86,86,70,86,70,86
907,77,70,70,77,70,77,77
908,77,77,77,77,77,71,71
909,80,71,80,80,80,71,71
910,71,80,80,71,80,71,80
911,71,80,78,80,78,78,71
912,71,73,71,88,71,71,71
913,77,77,77,77,77,77,77
914,71,78,78,85,71,80,71
915,80,80,71,80,80,80,71
916,88,88,73,71,88,87,88
917,73,73,71,80,80,80,88
918,71,71,71,86,71,71,86
919,68,74,74,87,68,87,87
920,80,68,80,68,68,68,68
921,80,66,86,86,80,80,86
922,69,69,69,69,69,90,69
923,80,64,80,80,64,80,64
924,69,69,69,74,80,80,69
925,69,88,69,88,88,69,88
926,69,69,77,77,69,69,69
927,80,80,80,80,80,69,80
928,80,80,80,83,80,83,80
929,76,69,76,77,77,69,69
930,74,69,73,73,74,69,69
931,87,87,88,69,87,69,69
932,69,77,76,77,76,76,76
933,69,80,80,69,69,80,80
934,80,80,69,80,69,80,80
935,70,70,80,80,80,89,89
936,86,80,70,70,86,80,70
937,80,80,80,80,80,70,80
938,70,86,86,70,70,86,77
939,68,68,88,88,88,68,88
940,77,77,67,77,77,67,77
941,67,77,77,67,80,80,77
942,80,80,80,80,66,80,66
943,88,67,67,88,67,88,88
944,67,80,77,77,67,80,89
945,85,77,85,86,36,86,85
946,76,76,75,75,54,75,76
947,74,74,86,74,86,86,61
948,77,86,86,86,86,86,77
949,80,80,80,80,80,80,80
950,68,80,80,68,68,68,68
951,74,74,76,74,74,68,74
952,77,68,68,68,68,77,68
953,68,77,80,80,68,77,77
954,68,79,79,68,79,79,79
955,86,68,86,68,86,86,86
956,67,80,67,80,80,67,67
957,77,77,77,65,77,65,65
958,67,80,67,67,80,67,67
959,77,77,77,77,77,66,66
960,66,66,80,66,80,80,66
961,66,80,66,80,80,80,80
962,66,80,80,66,80,80,80
963,80,88,80,80,80,66,80
964,80,77,68,77,80,80,77
965,77,30,30,84,84,77,84
966,86,30,86,30,30,86,86
967,80,9,80,9,9,80,9
968,84,22,84,84,84,22,84
969,41,41,76,41,76,41,41
970,64,77,77,77,77,64,77
971,77,64,89,77,77,64,89
972,65,80,65,65,65,65,80
973,79,69,79,79,69,69,79
974,88,80,88,88,69,80,80
975,88,69,69,88,88,88,88
976,69,69,73,73,73,88,88
977,69,69,73,69,69,69,69
978,88,88,88,85,88,85,85
979,80,80,69,80,80,69,69
980,69,80,80,80,69,69,69
981,69,69,69,80,80,80,69
982,69,74,74,74,73,74,73
983,69,69,69,69,69,88,88
984,88,70,70,70,70,88,88
985,69,69,80,69,69,69,80
986,70,88,88,88,88,70,70
987,70,70,88,88,88,70,70
988,77,70,70,70,70,86,77
989,76,70,84,70,70,75,84
990,80,86,70,86,80,80,80
991,70,70,70,78,78,70,78
992,77,88,77,70,88,77,70
993,77,75,70,74,74,77,74
994,70,80,70,80,70,70,80
995,77,77,77,70,70,77,77
996,76,77,77,68,76,76,68
997,68,77,68,77,77,68,68
998,77,67,67,77,77,77,77
999,77,77,67,67,77,67,67
1000,67,77,90,67,77,67,77
1001,69,77,77,77,77,77,77
1002,77,77,70,77,77,70,77
1003,77,85,76,76,70,77,70
1004,80,66,90,90,90,66,80
1005,80,64,64,80,80,80,80
1006,64,64,64,64,87,64,64
1007,77,77,77,77,77,70,70
1008,69,80,80,69,69,80,80
1009,80,80,69,80,69,80,80
1010,69,80,69,80,69,69,80
1011,78,78,69,78,69,69,78
1012,70,77,77,80,80,77,70
1013,74,70,74,70,88,88,74
1014,77,77,77,70,77,70,77
1015,76,76,76,80,80,70,70
1016,70,88,73,73,73,88,73
1017,80,80,80,69,80,80,80
1018,63,80,80,80,63,63,63
1019,62,88,73,88,62,62,62
1020,85,85,17,17,17,85,17
1021,36,80,80,80,36,80,36
1022,79,70,79,79,70,70,79
1023,70,70,70,77,70,70,77
1024,86,86,86,70,70,86,70
1025,80,73,80,73,88,73,73
1026,70,70,77,77,70,77,80
1027,68,73,73,68,73,68,68
1028,86,86,77,68,68,68,68
1029,77,68,68,68,77,77,77
1030,77,66,77,66,77,66,77
1031,74,76,67,67,67,76,67
1032,67,67,67,77,76,67,77
1033,74,74,69,69,69,74,74
1034,73,73,73,73,74,74,74
1035,66,66,66,77,66,66,77
1036,81,77,77,81,64,77,77
1037,77,77,84,86,84,86,77
1038,88,70,88,70,88,70,70
1039,80,70,70,80,70,80,80
1040,86,77,77,77,69,77,77
1041,77,68,68,86,86,86,77
1042,88,88,88,68,68,68,88
1043,68,77,77,77,68,68,68
1044,77,80,67,67,67,80,67
1045,80,80,80,66,80,80,80
1046,66,88,88,66,88,88,88
1047,69,69,69,77,77,77,77
1048,77,69,77,86,69,69,69
1049,77,69,69,69,69,77,69
1050,86,86,80,20,86,86,20
1051,69,69,69,69,77,77,77
1052,77,68,68,68,68,68,83
1053,80,80,68,68,80,68,80
1054,69,69,69,69,77,77,77
1055,80,67,80,80,80,67,67
1056,65,83,65,83,83,83,83
1057,77,69,77,77,77,77,77
1058,67,67,80,74,74,74,80
1059,69,69,69,77,69,77,77
1060,69,76,69,76,76,76,74
1061,69,77,77,77,69,80,80
1062,71,71,71,71,80,71,71
1063,68,80,76,80,80,76,80
1064,20,78,20,20,82,20,82
1065,56,79,79,56,56,56,79
1066,75,68,76,68,75,76,68
1067,69,69,77,77,77,77,77
1068,80,80,80,69,69,80,69
1069,80,78,88,67,80,67,67
1070,77,77,68,68,68,77,77
1071,77,77,77,77,68,68,77
1072,86,77,77,86,86,77,68
1073,88,88,67,88,67,88,88
1074,77,80,67,80,77,80,67
1075,67,80,67,67,80,80,80
1076,74,73,74,74,75,67,74
1077,67,88,67,67,88,88,67
1078,76,61,76,61,61,76,61
1079,84,77,77,69,69,69,77
1080,69,77,77,69,69,77,77
1081,69,78,69,69,69,69,78
1082,70,80,70,80,80,80,80
1083,88,70,88,88,70,88,78
1084,79,69,69,79,79,69,69
1085,69,86,86,80,69,80,69
1086,69,80,80,80,80,80,69
1087,69,73,73,69,69,69,69
1088,73,73,73,73,73,70,70
1089,86,86,70,73,88,86,70
1090,66,88,88,88,88,88,88
1091,50,75,74,50,76,74,74
1092,77,69,77,69,69,77,77
1093,77,77,69,69,69,69,69
1094,77,69,69,69,77,69,77
1095,69,77,77,77,77,69,69
1096,70,70,70,86,86,70,86
1097,80,69,69,80,69,80,80
1098,69,69,77,77,69,77,69
1099,67,80,80,67,67,80,67
1100,80,67,80,77,67,67,67
1101,85,66,80,80,66,85,85
1102,77,69,69,77,86,86,86
1103,80,77,63,80,77,63,77
1104,78,78,77,80,77,77,65
1105,74,73,88,71,73,73,71
1106,80,78,71,80,71,71,80
1107,68,68,68,80,68,80,68
1108,80,68,68,68,80,80,68
1109,88,80,88,88,67,67,88
1110,84,73,77,77,87,73,87
1111,80,80,69,69,80,80,69
1112,80,67,80,67,80,67,67
1113,80,67,67,80,67,67,80
1114,69,77,77,77,69,69,69
1115,77,80,80,77,80,69,77
1116,13,13,13,74,74,13,74
1117,80,69,80,69,80,69,69
1118,51,77,77,77,77,77,51
1119,86,80,80,86,60,86,86
1120,69,69,69,69,77,77,69
1121,80,84,69,80,80,84,69
1122,78,12,12,78,80,80,78
1123,27,80,80,80,27,27,27
1124,5,86,86,86,89,89,86
1125,88,88,88,34,34,88,88
1126,74,80,80,74,31,31,74
1127,80,80,71,71,71,71,80
1128,79,79,79,69,79,69,79
1129,85,69,86,69,80,80,85
1130,79,69,69,69,69,79,69
1131,88,68,88,68,68,68,88
1132,80,80,86,69,69,80,69
1133,81,48,74,76,81,76,81
1134,69,80,80,80,69,80,69
1135,80,84,84,80,80,80,84
1136,69,80,69,69,80,69,69
1137,86,80,80,80,86,80,69
1138,78,78,70,80,78,73,73
1139,78,78,73,78,68,88,88
1140,77,67,67,67,77,77,77
1141,66,79,79,66,79,79,79
1142,70,79,70,70,70,70,70
1143,70,78,78,78,88,78,70
1144,70,70,70,70,70,70,70
1145,67,80,67,80,80,80,67
1146,80,80,80,80,80,66,80
1147,68,68,68,80,80,68,68
1148,80,80,80,80,67,80,67
1149,44,80,44,44,80,44,80
1150,69,80,80,80,69,69,80
1151,69,69,69,69,78,78,78
1152,89,89,86,70,70,89,86
1153,80,66,80,84,84,80,84
1154,38,87,87,38,38,38,38
1155,86,86,77,69,69,86,77
1156,80,80,69,78,80,69,78
1157,70,70,83,70,83,70,70
1158,80,80,69,80,69,80,69
1159,87,87,85,85,87,52,87
1160,70,86,86,80,70,80,80
1161,80,73,69,73,80,73,80
1162,69,77,69,69,77,77,69
1163,80,69,80,80,80,80,69
1164,76,70,70,76,70,76,70
1165,77,69,69,77,80,69,80
1166,77,77,77,66,66,77,66
1167,67,67,77,67,67,67,77
1168,66,66,66,66,80,66,66
1169,67,80,80,80,80,67,67
1170,67,77,77,77,80,67,80
1171,67,80,67,67,80,67,80
1172,77,12,12,77,77,12,12
1173,86,80,70,70,86,80,80
1174,80,88,69,88,69,80,80
1175,70,70,70,70,86,86,70
1176,89,89,80,80,70,70,70
1177,69,69,69,69,69,77,77
1178,77,67,67,67,77,77,77
1179,77,77,68,77,77,68,77
1180,67,77,77,73,73,73,77
1181,73,73,67,67,77,77,77
1182,77,77,77,77,67,77,77
1183,77,73,67,67,77,73,77
1184,67,67,67,79,67,67,67
1185,67,67,67,77,67,77,89
1186,80,77,67,80,77,80,80
1187,48,78,78,48,48,78,78
1188,90,90,73,63,73,63,90
1189,70,70,70,80,80,70,80
1190,70,70,86,70,70,70,86
1191,71,80,71,80,71,71,71
1192,66,66,80,66,66,66,66
1193,67,80,80,67,67,80,67
1194,80,67,67,67,78,67,80
1195,80,66,80,66,80,66,66
1196,80,80,80,80,80,80,80
1197,77,77,80,69,69,69,77
1198,78,33,78,88,33,78,78
1199,77,83,77,77,69,69,77
1200,80,76,76,76,23,80,76
1201,79,79,69,69,69,69,69
1202,69,77,77,77,77,69,77
1203,86,86,86,86,84,86,84
1204,15,80,89,77,77,77,77
1205,69,80,80,69,80,80,69
1206,66,66,77,77,77,77,77
1207,68,88,68,88,68,88,68
1208,80,78,78,88,88,88,78
1209,77,67,77,67,67,67,67
1210,68,88,87,88,88,68,88
1211,86,67,80,67,86,86,86
1212,66,86,66,80,80,86,66
1213,78,66,66,80,66,80,66
1214,80,49,49,80,49,80,80
1215,69,73,87,73,69,87,73
1216,70,70,70,70,86,86,86
1217,68,68,88,88,68,88,88
1218,77,68,77,68,68,68,77
1219,75,75,86,77,76,75,76
1220,80,80,68,68,80,80,80
1221,80,67,67,80,67,67,67
1222,66,73,73,73,66,73,73
1223,66,80,80,66,66,80,80
1224,67,67,80,67,80,67,80
1225,77,68,77,77,77,77,68
1226,80,70,78,78,78,78,80
1227,68,68,68,80,80,80,68
1228,68,68,68,68,73,73,73
1229,68,80,68,80,80,68,68
1230,77,77,67,67,77,77,67
1231,80,80,63,80,80,80,80
1232,64,79,64,79,64,64,64
1233,80,80,69,69,69,69,69
1234,77,77,71,71,77,77,71
1235,78,78,67,78,78,78,67
1236,70,80,80,80,80,80,70
1237,80,80,69,69,80,80,80
1238,69,69,69,69,69,69,69
1239,73,86,73,68,68,73,68
1240,69,87,75,87,75,75,69
1241,70,80,77,70,77,77,77
1242,64,64,64,64,64,77,77
1243,83,83,83,83,71,71,83
1244,70,73,73,73,70,73,73
1245,70,78,78,78,70,70,70
1246,77,68,68,68,77,77,68
1247,67,90,90,90,90,67,67
1248,88,67,88,67,67,67,67
1249,66,77,66,66,77,66,77
1250,73,73,73,73,73,73,68
1251,77,77,70,70,77,70,70
1252,80,80,70,80,70,80,70
1253,88,68,68,88,68,88,68
1254,70,77,77,70,70,70,70
1255,80,80,70,70,70,70,70
1256,70,70,70,70,70,70,70
1257,70,80,70,80,80,80,80
1258,77,86,70,77,86,86,70
1259,69,77,77,86,77,69,77
1260,68,80,68,80,80,68,68
1261,80,80,80,80,80,68,80
1262,86,69,69,69,69,69,86
1263,80,69,69,69,80,80,80
1264,69,69,69,80,80,80,69
1265,70,80,70,80,80,70,80
1266,46,46,80,46,80,46,46
1267,68,80,68,80,68,80,80
1268,65,65,65,80,80,65,80
1269,86,77,30,86,77,86,30
1270,66,66,77,66,77,77,66
1271,67,67,77,67,67,77,77
1272,77,67,80,77,80,67,80
1273,80,88,80,80,80,67,67
1274,66,87,88,87,88,87,88
1275,67,67,88,67,88,88,67
1276,69,69,80,80,69,80,69
1277,73,69,73,69,69,73,73
1278,80,80,84,80,70,80,84
1279,76,74,76,70,70,76,70
1280,78,78,70,70,70,70,70
1281,80,69,69,80,80,69,80
1282,80,80,69,80,69,80,69
1283,77,77,70,77,77,70,77
1284,80,69,80,69,69,69,85
1285,80,67,80,80,80,67,80
1286,86,10,84,77,77,86,84
1287,77,77,69,77,77,77,77
1288,69,69,77,77,77,69,77
1289,69,69,86,69,86,69,69
1290,67,80,80,80,67,80,67
1291,69,69,77,69,77,77,69
1292,81,76,70,81,70,70,81
1293,74,71,76,74,74,87,71
1294,71,71,79,79,79,79,79
1295,80,70,80,80,77,80,70
1296,77,69,77,77,80,80,80
1297,67,80,86,86,80,67,80
1298,84,77,26,77,77,84,77
1299,86,14,80,80,80,14,14
1300,80,86,80,70,70,70,70
1301,77,54,54,54,77,77,54
1302,70,70,70,70,77,77,70
1303,73,67,73,67,67,73,73
1304,78,69,78,73,73,69,73
1305,77,68,68,68,68,77,68
1306,80,67,80,67,67,80,67
1307,79,79,79,67,67,67,79
1308,77,80,80,67,80,80,80
1309,47,80,47,80,47,80,80
1310,18,80,18,18,18,18,80
1311,69,80,80,80,80,69,80
1312,77,69,77,80,80,69,69
1313,71,82,88,85,71,82,85
1314,67,67,67,73,73,74,73
1315,70,86,80,86,80,80,70
1316,70,80,70,70,80,80,80
1317,69,80,80,69,80,80,80
1318,69,79,69,79,79,69,69
1319,69,80,69,80,69,69,69
1320,69,69,80,69,80,80,69
1321,69,77,69,69,77,77,77
1322,77,77,66,77,66,77,66
1323,80,67,67,67,67,80,67
1324,88,69,69,88,80,69,80
1325,80,69,69,69,80,69,69
1326,69,80,80,80,69,69,69
1327,67,80,80,67,67,80,80
1328,69,80,69,69,80,69,80
1329,80,69,80,80,80,80,80
1330,67,67,80,80,67,80,80
1331,68,79,68,68,79,79,79
1332,80,66,80,80,66,80,80
1333,77,80,77,80,80,77,80
1334,69,80,69,80,80,80,80
1335,80,69,69,69,69,69,80
1336,69,76,76,69,77,76,76
1337,69,69,77,77,69,77,77
1338,69,80,80,69,69,69,80
1339,66,77,66,77,80,66,66
1340,86,86,86,68,86,86,86
1341,80,65,65,80,80,80,80
1342,69,69,69,80,80,80,80
1343,68,68,80,68,68,80,80
1344,66,66,80,66,80,66,66
1345,67,80,67,67,80,67,67
1346,65,80,80,80,65,65,65
1347,80,31,80,80,80,31,80
1348,80,80,80,63,80,80,63
1349,66,77,66,66,77,66,77
1350,80,80,22,22,80,22,80
1351,77,77,77,77,77,77,69
1352,80,49,49,80,49,49,80
1353,67,67,86,86,86,67,86
1354,80,80,65,80,80,65,65
1355,80,80,69,69,80,69,69
1356,77,77,77,69,69,77,77
1357,89,89,67,86,86,86,89
1358,69,69,69,73,73,69,69
1359,69,80,80,69,69,69,69
1360,77,67,77,77,67,77,77
1361,69,77,69,69,77,77,69
1362,69,69,69,73,73,73,73
1363,69,79,69,79,79,69,79
1364,69,73,73,69,69,69,69
1365,80,73,80,73,73,73,66
1366,67,67,79,67,80,79,79
1367,67,75,75,75,75,67,67
1368,67,67,80,67,67,67,80
1369,23,23,23,23,80,80,23
1370,88,88,67,80,67,80,88
1371,77,67,67,67,83,83,83
1372,73,73,67,67,67,67,67
1373,44,44,72,44,72,44,44
1374,77,77,53,77,77,77,53
1375,80,80,66,66,66,80,80
1376,70,77,70,77,70,70,77
1377,70,86,70,77,77,77,70
1378,79,79,70,79,79,79,70
1379,70,86,86,86,86,70,86
1380,70,70,70,80,70,80,70
1381,69,80,80,69,69,80,80
1382,80,80,80,80,70,70,80
1383,74,74,76,74,74,76,74
1384,80,80,80,80,70,80,70
1385,77,77,86,86,77,86,70
1386,87,87,70,87,87,70,70
1387,70,86,70,86,70,86,86
1388,80,70,80,70,80,70,70
1389,70,80,80,70,80,70,80
1390,70,70,70,70,78,78,78
1391,80,70,80,70,80,70,70
1392,80,80,80,80,70,80,80
1393,70,88,73,88,88,73,73
1394,86,86,70,86,86,70,70
1395,71,71,71,71,80,71,71
1396,69,80,69,80,80,69,69
1397,80,7,7,80,7,80,80
1398,80,69,69,80,69,69,80
1399,88,70,88,88,70,70,70
1400,68,80,86,80,80,68,86
1401,66,66,80,66,66,80,66
1402,80,66,66,66,80,80,66
1403,67,77,80,77,77,80,80
1404,60,77,77,77,77,60,77
1405,70,70,70,70,80,70,70
1406,80,80,80,80,80,86,80
1407,67,73,67,67,67,67,67
1408,68,77,68,77,68,68,77
1409,75,67,76,75,75,67,76
1410,80,80,80,80,66,80,80
1411,74,87,41,74,74,87,41
1412,76,68,68,76,75,76,75
1413,73,67,67,67,73,67,67
1414,73,68,68,68,68,73,73
1415,73,76,67,76,73,67,73
1416,73,67,67,73,87,87,73
1417,70,80,70,80,70,70,70
1418,66,66,66,80,80,66,66
1419,73,87,67,67,67,67,87
1420,77,70,77,77,70,70,77
1421,66,66,66,66,66,80,66
1422,82,82,82,88,82,66,66
1423,68,80,68,80,89,80,80
1424,77,86,86,80,86,80,67
1425,80,67,67,77,80,67,67
1426,69,80,80,80,77,69,77
1427,80,69,69,80,80,80,80
1428,77,77,70,77,70,77,77
1429,86,86,71,80,71,86,71
1430,80,80,70,70,70,80,70
1431,88,88,88,88,88,70,88
1432,71,71,80,80,80,80,80
1433,73,80,73,80,80,70,80
1434,86,71,71,86,71,86,86
1435,68,77,68,68,77,68,77
1436,80,86,86,80,86,86,80
1437,77,67,77,77,67,77,67
1438,80,80,68,68,68,80,68
1439,67,67,78,67,80,80,67
1440,67,67,67,67,67,67,80
1441,68,80,68,68,80,80,68
1442,80,80,80,80,80,68,80
1443,67,80,67,67,67,67,67
1444,77,77,76,85,77,76,76
1445,67,80,67,80,67,67,67
1446,68,77,77,77,68,68,77
1447,80,66,80,80,80,80,80
1448,80,69,80,69,80,69,80
1449,80,80,80,69,69,69,80
1450,74,20,86,74,86,74,20
1451,13,13,88,13,13,88,13
1452,16,85,85,85,85,16,16
1453,19,78,78,19,80,80,19
1454,90,90,90,20,90,90,90
1455,16,90,90,90,16,90,90
1456,80,27,27,77,77,80,27
1457,77,77,77,69,80,77,69
1458,86,10,77,84,10,10,86
1459,69,84,69,84,69,84,69
1460,80,80,77,77,69,77,77
1461,8,77,8,77,8,8,8
1462,78,78,69,69,80,80,86
1463,70,77,77,70,77,70,70
1464,68,80,80,80,68,80,68
1465,68,68,68,80,77,77,77
1466,80,68,68,80,80,68,68
1467,80,80,66,80,66,66,66
1468,68,80,68,80,80,68,80
1469,74,76,76,76,74,76,74
1470,68,75,76,76,68,68,68
1471,68,68,88,88,88,88,88
1472,69,87,87,87,69,87,69
1473,80,12,12,76,80,80,80
1474,67,77,67,67,86,77,86
1475,77,77,80,80,80,66,77
1476,82,82,21,82,21,82,82
1477,83,88,83,83,83,88,70
1478,80,78,73,78,68,78,78
1479,77,68,68,77,77,68,68
1480,76,47,47,74,76,47,47
1481,80,80,67,80,67,67,80
1482,69,79,79,79,69,79,79
1483,86,73,80,73,71,86,80
1484,77,73,77,73,77,73,77
1485,80,67,80,89,67,80,67
1486,80,68,80,80,80,68,68
1487,86,77,66,86,66,86,86
1488,66,80,66,66,80,80,66
1489,77,67,77,67,77,77,77
1490,77,66,66,77,66,66,77
1491,73,88,68,68,80,80,88
1492,77,67,67,67,67,67,77
1493,86,69,86,69,86,69,86
1494,69,77,77,77,77,69,77
1495,80,69,80,80,69,80,69
1496,77,77,69,77,69,69,77
1497,79,79,69,69,79,79,79
1498,70,70,70,77,70,77,70
1499,77,77,67,67,77,77,67
1500,77,69,77,69,77,77,77
1501,70,70,89,70,70,70,70
1502,77,67,67,86,77,77,67
1503,76,68,74,76,68,76,74
1504,77,77,69,77,77,77,69
1505,78,69,80,78,80,80,80
1506,69,80,69,80,69,80,69
1507,69,69,77,69,77,77,69
1508,80,68,80,88,68,68,68
1509,77,77,67,67,67,67,67
1510,78,69,78,69,69,69,69
1511,77,70,70,77,70,77,70
1512,69,80,69,80,80,69,69
1513,77,70,77,77,70,77,70
1514,80,80,70,70,70,80,70
1515,68,86,74,74,68,68,68
1516,67,67,67,80,80,67,80
1517,69,80,69,69,80,69,69
1518,80,68,68,80,80,80,68
1519,78,68,78,80,80,68,78
1520,68,83,68,83,68,83,68
1521,77,86,66,66,66,86,66
1522,88,67,88,67,67,67,67
1523,74,74,74,73,67,67,73
1524,69,69,80,69,80,80,80
1525,86,86,77,71,77,71,77
1526,58,88,88,88,86,80,86
1527,71,77,77,71,77,77,71
1528,80,80,70,80,70,80,70
1529,89,69,89,69,69,89,69
1530,68,80,68,80,68,68,80
1531,68,74,76,76,76,76,76
1532,67,80,67,67,80,80,67
1533,80,80,66,80,80,80,66
1534,70,70,78,78,77,77,78
1535,80,67,67,80,67,80,80
1536,69,80,69,80,80,80,80
1537,70,70,70,77,70,70,77
1538,80,70,70,70,80,80,70
1539,66,66,66,66,80,80,80
1540,68,76,68,76,74,74,74
1541,80,67,67,80,67,67,67
1542,2,80,2,2,80,2,80
1543,80,69,80,80,80,69,69
1544,77,68,68,68,77,68,77
1545,68,68,80,86,86,86,80
1546,80,61,61,61,80,80,80
1547,68,79,79,79,68,68,68
1548,73,73,88,73,88,88,73
1549,68,68,88,88,88,68,68
1550,68,68,77,68,77,68,77
1551,80,80,80,80,67,80,67
1552,73,73,68,73,68,68,73
1553,85,85,68,68,68,68,68
1554,67,80,80,80,80,67,67
1555,66,74,76,76,66,74,76
1556,73,73,88,88,88,68,88
1557,80,80,69,80,80,77,69
1558,80,80,69,69,69,80,69
1559,80,73,88,73,73,73,88
1560,78,78,54,78,78,78,54
1561,79,67,79,79,79,80,79
1562,66,79,66,79,66,79,79
1563,86,86,67,67,67,86,67
1564,80,64,80,64,80,80,80
1565,65,65,80,80,80,80,65
1566,80,16,80,16,80,16,16
1567,65,77,65,77,65,65,65
1568,86,86,77,65,65,65,65
1569,60,60,77,77,60,60,80
1570,77,65,77,65,77,65,77
1571,46,80,80,80,46,80,80
1572,55,80,80,55,55,55,55
1573,41,41,41,41,41,83,41
1574,89,68,89,89,68,68,68
1575,80,80,80,80,63,63,80
1576,81,81,60,60,81,60,60
1577,80,80,80,29,29,80,29
1578,40,80,80,40,80,80,40
1579,88,61,88,88,61,61,61
1580,6,6,86,86,86,86,86
1581,23,85,85,85,23,85,85
1582,20,20,20,82,82,20,20
1583,80,80,80,80,59,80,80
1584,19,80,19,19,19,19,80
1585,79,63,79,79,63,79,63
1586,80,65,80,73,73,73,78
1587,31,90,90,31,90,31,31
1588,70,77,77,80,70,70,80
1589,70,70,77,77,77,70,70
1590,70,70,80,70,70,80,70
1591,71,80,71,71,80,71,80
1592,80,80,71,71,71,71,71
1593,69,77,77,77,69,69,77
1594,79,71,79,71,79,79,79
1595,73,69,69,69,88,88,69
1596,87,87,68,73,88,73,87
1597,80,73,65,65,65,80,80
1598,78,88,78,88,70,70,88
1599,69,80,80,69,80,69,80
1600,70,70,77,77,77,70,77
1601,70,88,88,88,70,70,70
1602,80,80,80,71,80,80,71
1603,80,80,69,69,80,80,69
1604,78,21,78,78,78,78,82
1605,77,70,77,77,77,77,77
1606,78,78,78,78,78,70,78
1607,71,71,71,71,80,71,80
1608,76,70,80,80,74,74,74
1609,70,77,77,70,70,77,77
1610,70,78,86,70,73,78,78
1611,77,70,70,77,70,77,77
1612,71,71,71,71,86,71,71
1613,73,80,73,73,80,71,73
1614,77,77,77,77,80,80,31
1615,73,76,70,70,74,76,81
1616,80,80,68,68,80,80,80
1617,70,70,70,70,86,86,86
1618,63,73,73,78,78,63,78
1619,69,69,80,69,69,69,69
1620,77,77,77,77,70,77,77
1621,88,88,88,88,88,69,69
1622,66,66,66,77,77,77,66
1623,80,69,69,69,80,80,69
1624,71,88,88,88,88,71,71
1625,88,70,70,88,88,88,88
1626,69,69,69,69,80,77,77
1627,80,77,69,77,80,77,77
1628,67,67,80,67,67,67,67
1629,68,68,68,79,79,68,68
1630,80,69,80,69,80,69,80
1631,77,66,66,77,80,80,77
1632,89,69,69,69,69,69,89
1633,69,69,77,80,69,80,80
1634,69,69,69,69,69,69,80
1635,59,80,80,80,80,80,59
1636,80,69,69,80,80,69,69
1637,80,80,80,69,80,80,80
1638,69,78,80,78,80,80,80
1639,80,80,69,80,80,69,80
1640,80,69,69,80,69,69,69
1641,69,79,79,79,79,69,79
1642,80,80,69,80,69,69,69
1643,70,70,80,80,70,70,70
1644,70,70,77,77,77,77,70
1645,80,71,80,80,71,71,71
1646,73,71,73,80,73,73,80
1647,80,80,78,78,78,71,77
1648,71,80,80,80,80,80,71
1649,77,79,71,79,71,79,79
1650,71,71,80,71,71,71,80
1651,80,88,71,88,88,88,80
1652,70,86,70,70,86,70,70
1653,69,80,80,69,80,69,80
1654,71,77,71,77,71,71,77
1655,86,67,77,86,86,86,77
1656,77,86,71,77,71,86,86
1657,73,69,69,69,69,69,73
1658,80,80,80,69,80,80,80
1659,69,69,77,77,77,69,77
1660,69,80,80,80,69,69,80
1661,67,67,67,80,67,80,80
1662,80,70,86,80,70,86,80
1663,70,89,70,89,80,89,80
1664,70,70,77,77,77,77,77
1665,80,80,80,70,80,80,70
1666,70,80,80,80,80,80,70
1667,70,80,80,80,80,80,70
1668,77,77,77,70,77,70,77
1669,70,80,70,78,85,85,85
1670,71,77,71,88,77,77,71
1671,80,71,71,80,80,80,80
1672,66,66,80,66,66,80,80
1673,68,73,73,73,73,88,68
1674,35,35,80,80,35,80,80
1675,80,69,80,69,80,69,80
1676,69,69,69,80,69,80,80
1677,69,69,80,69,69,80,80
1678,80,71,71,80,80,80,71
1679,71,88,86,88,88,88,88
1680,80,86,86,86,86,86,71
1681,67,77,67,67,77,67,77
1682,80,69,80,69,69,80,80
